,ORIG_DTE,PRD,DFLT_AMT,NET_LOSS_AMT,LOAN_ID_count,ORIG_AMT_sum,ORIG_RT_wm,ORIG_RT_wv,OCLTV_wm,OCLTV_wv,DTI_wm,DTI_wv,CSCORE_MN_wm,CSCORE_MN_wv,ORIG_CHN_C_wm,ORIG_CHN_C_wv,ORIG_CHN_R_wm,ORIG_CHN_R_wv,PURPOSE_P_wm,PURPOSE_P_wv,PURPOSE_R_wm,PURPOSE_R_wv,PROP_TYP_CP_wm,PROP_TYP_CP_wv,PROP_TYP_MH_wm,PROP_TYP_MH_wv,PROP_TYP_PU_wm,PROP_TYP_PU_wv,PROP_TYP_SF_wm,PROP_TYP_SF_wv
0,2000-05,2000-07,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
1,2000-05,2000-08,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
2,2000-05,2000-09,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
3,2000-05,2000-10,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
4,2000-05,2000-11,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
5,2000-05,2000-12,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
6,2000-05,2001-01,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
7,2000-05,2001-02,0.0,0.0,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
8,2000-05,2001-03,175658.89,5941.07807833334,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
9,2000-05,2001-04,81307.94,434.26022000000506,83,7458000.0,8.478108071869134,0.5510359553357568,85.91686779297399,129.2078919323738,35.86395981582252,109.56276835781037,673.2232142857143,2605.961120083113,0.4347009922231161,0.24573603958335447,0.3546527219093591,0.22887416875164188,0.7611960311075355,0.1817766333336713,0.08876374363100027,0.08088474144761033,0.0,0.0,0.04505229283990346,0.043022583749771054,0.0997586484312148,0.08980686049439207,0.8073209975864843,0.15555380444244807
